,qid,question,options,answer,correct_option,format,rule,response_option
539,7686,How does the presence of dissolved potassium chloride influence the solubility of silver chloride ?:,"{'0': 'The solubility of AgCl does not vary because no reaction with the ions of the precipitate takes place.', '1': 'The product of solubility varies, but not the solubility of the precipitate.', '2': 'The precipitate becomes more insoluble.', '3': 'The product of solubility does not vary if the ionic strength of the solution does not increase.'}",The precipitate becomes more insoluble.,2,"```json
{
    ""option"": 2,
    {
        ""conversion_rule"": ""Rule1"",
        ""value"": {""A"": ""presence of dissolved potassium chloride"", ""R3"": ""affects"", ""B"": ""solubility of silver chloride""}
    }
}
```",Rule1,2
540,7720,"DOPA and 5 - Hydroxytryptophan are clinically
important because","{'0': 'They cross Blood Brain Barriers', '1': 'They are acidic precursors of Brain amines', '2': 'They act as neuromodulators', '3': 'They are metabolites of various neurogenic amines'}",They cross Blood Brain Barriers,0,"```json
{
    'option': 1,
    {
        'conversion_rule': 'Rule2',
        'value': {'A': 'DOPA and 5-Hydroxytryptophan', 'R3': 'are precursors of', 'B': 'Brain amines'},
    },
}
```",Rule2,1
541,7759,A pregnant woman has gingival enlargement comes for regular check up what is the reason for changes in gingiva:,"{'0': 'Dental Plaque.', '1': 'Hormonal changes.', '2': 'Micro-organism.', '3': 'All of the above.'}",Dental Plaque.,0,"```json
{
    'option': 1,
    {
        'conversion_rule': 'Rule1',
        'value': {'A': 'Hormonal changes', 'R3': 'cause', 'B': 'gingival enlargement'},
    },
}
```",Rule1,1
542,7780,LH surge is associated with?,"{'0': 'Increased estrogen & decreased progesterone', '1': 'Increased estrogen & increased progesterone', '2': 'Decreased estrogen & increased progesterone', '3': 'Decreased estrogen & increased progesterone'}",Increased estrogen & decreased progesterone,0,"```json
{
    'option': 1,
    {
        'conversion_rule': 'Rule1',
        'value': {'A': 'LH surge', 'R10': 'associated with', 'B': 'Increased estrogen & increased progesterone'},
    },
}
```",Rule1,1
543,7781,"35 because Ms. Li 3.5 cm single thyroid nodules examined, including serum thyroid function tests, ultrasound of the neck, Tc-99m thyroid scan, fine needle aspiration (fine needle aspiration, FNA) cytology, the following description what properly ?","{'0': 'Tc-99m thyroid scanning, if the increase in absorption Representative malignant nodules high probability', '1': 'Neck Ultrasound can distinguish cystic or solid, can not identify benign or malignant', '2': 'FNA cytology can be seen well-differentiated thyroid follicular cancer', '3': 'If the results of FNA follicular neoplasm, the best advice patients to undergo surgery'}","Neck Ultrasound can distinguish cystic or solid, can not identify benign or malignant",1,"```json
{
    'option': 1,
    {
        'conversion_rule': 'Rule2',
        'value': {'A': 'Neck Ultrasound', 'R3': 'distinguish cystic or solid', 'B': 'can not identify benign or malignant'},
    },
}
```",Rule2,1
544,7785,Which of the following diseases has a recessive inheritance linked to the X chromosome ?:,"{'0': 'Hypophosphatemia', '1': 'Hypertrichosis', '2': 'Fabry disease.', '3': 'Rett syndrome'}",Fabry disease.,2,"```json
{
    'option': 2,
    {
        'conversion_rule': 'Rule1',
        'value': {'A': 'recessive inheritance', 'R1': 'linked to', 'B': 'X chromosome'},
    },
}
```",Rule1,2
545,7800,Which of the following nursing care related to cardioversion is INCORRECT ?:,"{'0': 'Prior to the procedure, the persistence of the arrhythmia to be treated will be confirmed by means of a recording of the electrocardiogram (ECG) with 12 leads, or with a rhythm strip.', '1': 'Monitor the patient with the defibrillator monitor, selecting the electrocardiographic derivation that shows the R wave of greater amplitude (higher voltage), which allows to correctly detect the defibrillator in a SINC (synchronized) manner.', '2': 'Ensure that the oxygen delivery to the patient is not interrupted during the shock.', '3': 'After cardioversion, in the case of skin burns, silver sulfadiazine will be applied to them.'}",Ensure that the oxygen delivery to the patient is not interrupted during the shock.,2,"```json
{
    'option': 2,
    {
        'conversion_rule': 'Rule1',
        'value': {'A': 'Oxygen delivery during cardioversion', 'R1': 'prevented by', 'B': 'ensuring it is not interrupted during the shock'},
    },
}
```",Rule1,2
546,7818,Which of the adverse effects reported is characteristic of dihydropyridines ?:,"{'0': 'Bronchoconstriction', '1': 'Muscle cramps, located preferably in the extremities.', '2': 'Peripheral edema, located preferably in the legs.', '3': 'Dry cough, which remits when interrupting the treatment.'}","Peripheral edema, located preferably in the legs.",2,"```json
{
    'option': 2,
    {
        'conversion_rule': 'Rule1',
        'value': {'A': 'Dihydropyridines', 'R3': 'leads to', 'B': 'Peripheral edema, located preferably in the legs.'},
    },
}
```",Rule1,2
547,7844,"Guo suffering from colorectal cancer because, while required to undergo colon surgery. In order to avoid concurrent surgical site infections (surgical site infection), which of the following is the use of intravenous antibiotics right time?","{'0': 'Without antibiotics', '1': '30 minutes before to three days after surgery', '2': 'Thirty minutes to five days after surgery before surgery', '3': '30 minutes before surgery'}",30 minutes before surgery,3,"```json
{
    'option': 3,
    {
        'conversion_rule': 'Rule2',
        'value': {'A': 'colon surgery', 'R3': 'increase the risk of', 'B': 'surgical site infections'},
    },
}
```",Rule2,3
548,7892,The presence of dissolved oxygen can negatively affect the sensitivity of a fluorometric determination because:,"{'0': 'Oxygen displaces the fluorescence band of the fluorescent molecule at shorter wavelengths.', '1': 'Oxygen-fluorophore interactions of dipole-dipole type or induce permanent dipoles in the fluorophore can occur.', '2': 'Oxygen, in its fundamental state, has a paramagnetic character because it is in the triplet state, which induces the excited fluorophore at an intersystem crossing, going from the singlet state to the triplet.', '3': 'Oxygen, in its fundamental state, has a diamagnetic character because it is in the singlet state, which induces the fluorophore to an internal non-radiative conversion.'}","Oxygen, in its fundamental state, has a paramagnetic character because it is in the triplet state, which induces the excited fluorophore at an intersystem crossing, going from the singlet state to the triplet.",2,"```json
{
    'option': 2,
    {
        'conversion_rule': 'Rule2',
        'value': {'A': 'Oxygen', 'R3': 'induces', 'B': 'the excited fluorophore at an intersystem crossing'},
    },
}
```",Rule2,2
549,7910,High copper dental amalgams are superior to other amalgams because high copper dental amalgams:,"{'0': 'Have less marginal breakdown', '1': 'Are workable at lower Hg-alloy ratio', '2': 'Have a higher ratio of tensile to compressive strength', '3': 'Have less resistance to tarnish and corrosion'}",Have less marginal breakdown,0,"```json
{
    'option': 0,
    {
        'conversion_rule': 'Rule1',
        'value': {'A': 'High copper dental amalgams', 'R1': 'cause', 'B': 'less marginal breakdown'},
    },
}
```",Rule1,0
550,7942,Not true about Bohr effect?,"{'0': 'Decrease affinity of 02 by increase PCO,', '1': 'Left shift of Hb-02 dissociation curve', '2': 'It is due to H*', '3': 'All are true'}",Left shift of Hb-02 dissociation curve,1,"```json
{
    'option': 1,
    {
        'conversion_rule': 'Rule2',
        'value': {'A': 'Increase PCO2', 'R3': 'leads to', 'B': 'Right shift of Hb-O2 dissociation curve'},
    },
}
```",Rule2,1
551,7970,"A 32-year-old woman comes to the emergency department because a 5-week history of abdominal pain and bloody diarrhea that has worsened in the past 24 hours. She was diagnosed with ulcerative colitis 1 year ago but has had difficulty complying with her drug regimen. Her temperature is 38.2°C (100.8°F), pulse is 120/min, and blood pressure is 92/56 mm Hg. Examination shows a distended, rigid abdomen and hypoactive bowel sounds. Fluid resuscitation is initiated. In addition to complete bowel rest, which of the following is the most appropriate next step in management of this patient?","{'0': 'Abdominal CT scan with contrast', '1': 'CT angiography', '2': 'Abdominal x-ray', '3': 'Colonoscopy'}",Abdominal x-ray,2,"```json
{
    'option': 2,
    {
        'conversion_rule': 'Rule2',
        'value': {'A': 'ulcerative colitis', 'R3': 'leads to', 'B': 'abdominal x-ray'},
    },
}
```",Rule2,2
552,7976,"A 40-year-old man comes to the emergency department with a 4-day history of left leg pain. Over the weekend, he scraped his left thigh when he fell on a muddy field while playing flag football with some friends. Since that time, he has had progressively worsening redness and pain in his left thigh. Past medical history is unremarkable. His temperature is 39.4°C (103.0°F), heart rate is 120/min, and blood pressure is 95/60 mm Hg. Physical exam is significant for a poorly-demarcated area of redness on his left thigh, extending to about a 10 cm radius from a small scrape. This area is extremely tender to palpation, and palpation elicits an unusual 'crunchy' sensation. CT scan shows free air in the soft tissue of the left leg. The organism that is most likely responsible for this patient's presentation is also a common cause of which of the following conditions?","{'0': 'Bacterial pneumonia', '1': 'Bacterial sinusitis', '2': 'Food-borne illness', '3': 'Urinary tract infection'}",Food-borne illness,2,"```json
{
    ""option"": 2,
    {
        ""conversion_rule"": ""Rule2"",
        ""value"": {""A"": ""Scrape on left thigh"", ""R3"": ""leads to"", ""B"": ""Infection by Clostridium perfringens""},
    },
}
```",Rule2,2
553,7977,Which of the following disease is closely related to enetropathy?,"{'0': 'Linear Ig A disease', '1': 'Pemphigus foliaceous', '2': 'Dermatitis herpetiformis', '3': 'Erythema multiforme'}",Dermatitis herpetiformis,2,"```json
{
    'option': 2,
    {
        'conversion_rule': 'Rule1',
        'value': {'A': 'Enetropathy', 'R10': 'associated with', 'B': 'Dermatitis herpetiformis'},
    },
}
```",Rule1,2
554,8003,"Interdental papilla protruding from the rubber dam, most common cause is","{'0': 'Inflammation of interdental papillae', '1': 'Use of light weight rubber dam', '2': 'Punch are placed too far', '3': 'Punch are placed too close'}",Punch are placed too close,3,"```json
{
    'option': 0,
    {
        'conversion_rule': 'Rule1',
        'value': {'A': 'Inflammation of interdental papillae', 'R1': 'cause', 'B': 'Interdental papilla protruding from the rubber dam'},
    },
}
```",Rule1,0
555,8017,"A previously healthy 67-year-old man comes to the physician for routine health maintenance evaluation. He works at a community center and volunteers at a local homeless shelter. A tuberculin skin test shows an induration of 14 mm. An x-ray of the chest is normal. Treatment with an antimycobacterial drug is initiated. Two months later, he has numbness and burning over both feet and an unsteady gait. Physical examination shows decreased sensation to light touch extending from the soles of the feet to the mid-shin bilaterally. Which of the following is the most likely cause of this patient’s current symptoms?","{'0': 'Accumulation of S-adenosylmethionine', '1': 'Intracellular accumulation of sorbitol', '2': 'Segmental demyelination of peripheral axons', '3': 'Impaired breakdown of glucose to ATP'}",Accumulation of S-adenosylmethionine,0,"```json
{
    'option': 2,
    {
        'conversion_rule': 'Rule2',
        'value': {'A': 'Treatment with an antimycobacterial drug', 'R3': 'leads to', 'B': 'Segmental demyelination of peripheral axons'},
    },
}
```",Rule2,2
